text,label,app,date,char_length,word_count
udh berkali kali verif gagal Mulu,sedih,Gojek,2026-05-07 18:57:49,33,6
"ah males banget habisin 50 ribu beli pulsa buat nelfon cs ovo namun sering terputus panggilannya entah sengaja atau gimana yang jelas sangat mengecewakan😥, masa mau upgrade ovo premium namun nik dinyatakan sudah terhubung di akun ovo lain padahal diri sendiri ga pernah melakukan upgrade ovo premium. tolonglah perbaikannya",marah,OVO,2026-03-28 22:22:58,323,49
aplikasi yg recommended..sipplah,senang,Shopee,2026-05-19 16:58:32,32,3
Gagal terus download tiktok,sedih,TikTok,2024-01-25 19:48:40,27,4
"Klo uang dalam aplikasi tiba"" ilang, itu gimana ya, masalhnya jumlahnya lumayan 1,5jt dan itu buat makan sehari"", btw sama anak rantau 🙏",netral,DANA,2026-05-17 20:14:54,136,23
"sangat berbahaya applikasi ini, memang benar sarana buat kirim uang tapi tidak ada tanggung jawabnya kalo orang salah kirim, harusnya mereka punya sikap agar nasabah tidak di rugikan, skali lagi kasian orang punya uang, apalagi orang awam bnyak yang kasian uang nya ludes dan tidak bisa kembali",sedih,DANA,2026-05-19 21:44:32,294,47
bgus saya puas dgn aplikasi shopee ini,senang,Shopee,2026-05-23 21:55:43,38,7
Bagus cukup berguna dan mempermudah sesuatu,netral,DANA,2026-05-28 22:07:16,43,6
"Maaf saya kurangi lagi bintang'a, dari bintang 5, turun k bintang 3, turun k bintang 1. Kendala pada paket dg ekspedisi J&T Cargo, pengiriman dr jakarta tujuan Karawang. itu paket muter bolak-balik Bekasi-Karawang-Bandung. dr tgl 4 April smp tgl 28 April gak sampai-sampai itu paket. Gak ada penyelesaiannya.",stres,Tokopedia,2026-04-28 20:43:27,308,48
"aplikasi sampah.dana instan GK bisa di gunakan lagi setelah pembayaran.padahal pembayaran selalu tepat waktu.ini benar"" aplikasi sampah.hati"" kawan sama aplikasi ini.aplikasi ini sudah seperti aplikasi pinjol.benar"" aplikasi menjijikan.",marah,DANA,2026-05-29 21:06:55,236,28
pokoknya mantaplah belanja di shopee🥰,senang,Shopee,2026-05-22 06:09:29,37,5
Lagi gabut,stres,TikTok,2022-03-08 15:02:40,10,2
ribet banget mau kirim ke apk lain juga,stres,OVO,2026-01-19 21:55:09,39,8
"saya kecewa dengan shopee, saya langganan shopee VIP yg 6 bulan, tapi baru 3 bulan udah gk dapet lagi voucher, tanya ke CS nya malah g ada solusi, rugi saya",sedih,Shopee,2026-05-23 09:40:09,156,30
apa² an apk ovo ini seenaknya ngambil potong chas biaya 2rb itu baru di tf padahal blum di pake buat apa² an.jangan gitu dong apk lain kg pernah tuh potong biaya seenak ambil gitu aduhhh rugi gua pake ovo,sedih,OVO,2026-01-12 09:39:32,204,39
bagus mempermudah . tapi bayak update jadi agak kesel kalo lagi butuh di suruh update .,marah,Gojek,2026-05-16 15:02:13,87,16
"jangan download aplikasi ini bahaya, nomor aktif, email aktif nggak bisa login dipersulit, untung aja gua udah nemu cara menguras sisa saldonya, setelah saldo habis auto uninstall, aplikasi tolol",marah,OVO,2026-05-08 01:43:05,195,29
aplikasi mempersulit hidup ribet banget mending kedana Atau shopee lebih simpel dan ngk ribet ini udah tiap mau make harus login terus udah konfirmasi segalahal malah alasan apk bermasalah lah apk di modifikasila taik ribet🐶,stres,OVO,2026-05-19 00:42:02,224,35
"terimakasih, saya merasa sangat terbantu",senang,Shopee,2026-05-17 12:32:37,40,5
tololl ga lewat email ga telpon lama respon nya !!!!,marah,OVO,2026-03-09 11:35:21,52,10
"saya kecewa dengan aplikasi SHOPEE sudah banyak yg saya beli melalui apk ini, tapi begitu mengajukan klaim kerusakan barang,baru sekali pakai apk nya ga becus nangani Masalah, satu lagi, perhatikan iklan yg diterbitkan seller, jangan menyimpang dari deskripsi yg sifat nya menipu. jangan keterlaluan memainkan trik marketing, harga setelah di co lebih tinggi dari harga yg di keranjang, tertera bebas ongkir (ongkir o rupiah) tapi setelah di kalkulasi sama saja dengan bayar ongkir bahkan lebih.",sedih,Shopee,2026-05-25 15:58:26,495,75
kenapah apk ini kemanah2 pake admin masa kalah sama apk sebelah payah dah nerima kena yg ngirim juga kena admin,marah,OVO,2026-01-16 19:57:55,111,20
bang kaya mananih engga bisa masuk bang kenapa engga bisa nih oy.......,stres,OVO,2026-05-07 13:39:14,71,12
saya kecewa. padahal saya sudah sering pake dana cicil dan dana istan. udah hampir 3 tiba. tidak bisa digunakan,sedih,DANA,2026-05-26 00:09:21,111,19
"Proses komplain susah dan ribet. barang sudah dikembalikan dan sudah sampai di penjual, tapi tidak ada batas waktu penjual untuk konfirmasi, jadi gantung begini. aduh coba liat toko orange dong biar bisa maju.",stres,Tokopedia,2026-02-02 11:47:16,209,33
pengiriman lambat tidak sesuai dengan pesanan,netral,Shopee,2026-05-18 08:02:22,45,6
"driver di daerah saya sedikit jadi lama sekali ketika akan pesan, saran tambahkan lagi drivernya di titik titik tertentu",stres,Gojek,2026-03-29 08:54:48,120,19
"bintang satu dulu, lagi kesel sama toped 😭",marah,Tokopedia,2026-03-11 18:33:00,42,8
saya belanja LCD hp di Tokopedia beli 2 yang dikirim 1 lalu saya retur Kok kenapa transaksinya dihapus uang tidak dikembalikan alamat rumah saya juga dihapus ini pelakunya oknum dari karyawan Tokopedia atau dari sellernya Saya mau lapor nggak bisa karena yang jawab robot saya dimintain nomor invoice tapi nggak ada orang transaksinya juga di hapus alamat rumah saya dihapus uang tidak dikembalikan...parah banget tokopedia bisa-bisanya ada oknum menggelapkan uang saya barang retur uang tidak balik,marah,Tokopedia,2026-05-03 13:05:48,499,76
Tiktok ini bikin kita happy,senang,TikTok,2023-04-29 10:25:50,27,5
"buat dana, ini gmn tba"" dana ny gk premium dan terus terjadi kesalahan order KYC sehingga tidak bisa upgrade ulang..mau tarik uang tadi gak bisa..mohon bantuannya",marah,DANA,2026-05-19 19:49:43,162,26
min jangan pakek diskon atau promo ini itulah..ngakunya diskon ga tau nya harga barang dinaikin dr harga normal..n satu lagi etimasi pengiriman ga jelas ga sesuai dgn yg tertera jawabannya (besok tiba) mana apk lemot.klu pelayanannya buruk kyk gini lama2 pelanggan pd hijrah ke toko sebelah,stres,Tokopedia,2026-03-17 12:14:51,290,46
bagus banget... pertahankan,senang,DANA,2026-05-28 15:56:02,27,3
cukup baik banyak mobil go car sudah buruk,netral,Gojek,2026-05-17 10:49:21,42,8
saya sangat senang sekali rasanya memiliki banyak manfaat untuk keperluan peralatan dan apapun yang saya butuhkan untuk semua cod di aplikasi ini,senang,Tokopedia,2026-02-26 09:07:00,145,22
"aplikasi lemot, sering error, ngeclose sendiri, aplikasi sering gak bisa dibuka, koneksi selalu gangguan.",stres,OVO,2026-02-18 21:21:23,105,14
Makasih plastory,senang,TikTok,2023-05-08 12:21:06,16,2
"Masih kecewa si dengan rekomendasi shopee video dan produk rekomendasi di halaman awal Berkali-kali dan setiap membuka apk sudah klik tidak menyukai produk / tidak tertarik, tapi masih produk dan video serupa yang direkomendasikan Apa pihak shopee tidak punya kemampuan untuk memperbaiki ini? atau memang sengaja",sedih,Shopee,2026-05-17 06:34:00,312,46
knpa gabisa download ya,sedih,TikTok,2025-02-09 06:38:42,23,4
apdet lagi kaka admin biar bisa transfer ke gopay,stres,OVO,2026-04-11 22:31:39,49,9
habisin kuota kalau dibeli promonya hilang pakai harga normal,netral,Tokopedia,2026-05-03 13:38:30,61,9
"Belanja di Shopee sangat membantu untuk kalangan menengah kebawah, Soalnya untuk tambahan biaya ongkos kirimnya sangat minim ( kecil )",senang,Shopee,2026-05-20 12:52:16,134,20
apk ya lg ga bisa di buka payah sejak updhet ga bisa,marah,Tokopedia,2026-03-12 12:35:55,52,12
"Baru kali ini punya aplikasi yang dikit2 di potong admin, dikit2 dipotong admin. Apalagi biaya potongan ny gede banget",stres,OVO,2026-03-12 19:17:33,118,19
kenapa Tokopedia semenjak di update aplikasi jadi banyak ganggu pas mau bayar transaksi gagal terus,sedih,Tokopedia,2026-01-22 11:16:44,99,15
gila paket kagak kunjung di pick up udh seminggu lebih parah banget pihak expedisi sama seller nya,marah,Tokopedia,2026-01-31 00:28:02,98,17
Oke Oke.sip,netral,Gojek,2026-04-05 14:49:40,11,2
"pesen makanan doang lama banget 65-75? udh ditunggu eh dibatalin, nyesel gua percaya gojek, MENDING PAKE GRAB KALO GA SHOPPE AJA BUAT MAKAN. GOJEK GA REKOMENDASI",sedih,Gojek,2026-03-29 13:35:53,161,26
jaringan full nonton apa aja gak loading buka ovo lemot makin gak jelas,stres,OVO,2026-03-20 21:47:53,71,13
"aplikasi jelek, mau ubah no hp aja gak bisa. Semoga cepat di hapus dari play store Cs tidak ada layanan rumit Bintang 1 dan jangan pernah download aplikasi jelek ini!",sedih,OVO,2026-04-02 03:11:53,166,30
apk lemot bangett gagal login terus. semakin kesini semakin parah,sedih,OVO,2026-02-10 12:04:35,65,10
"akhir akhir ini koneksi terputus terus!! download dan streaming aja lancar kok , buka aplikasi dana koneksi terputus nih trus!!! bintang 1 kalau gini mulu!!!",sedih,DANA,2026-05-27 14:27:36,157,25
Tiktok bikini kita happy,senang,TikTok,2022-10-02 15:34:53,24,4
"seLer yg tidak jeLas atAu seLer penipu Jgn sampai ada di toko pedia , karna merusak segalanya Dan konsumen pun akan pindah ke aplikasi Lainnya jika seler penipu ber gabungan di Toko pedia ini ,itu sajja , mohon di tingkat kan lagi oleh toko vedia on Line, Thks",stres,Tokopedia,2026-01-24 14:59:20,260,48
Cukup bagus buat saya,netral,TikTok,2023-04-03 06:52:57,21,4
Kenapa COD di tiktok ku gak bisa Biasanya ok² aja jadi malas belanja Kalo COD hilangin,netral,TikTok,2024-04-12 17:52:47,86,16
mahal² TDK sesuai yg di iklankan,netral,Tokopedia,2026-01-31 16:28:48,32,6
"saldo hilang secara tiba2 aplikasi bajakan gak,nyesel download aplikasi ini kalo taunya gini",sedih,DANA,2026-05-27 02:46:06,92,13
ewalet paling gblok baru tau gua palikasi kaya begini lemot pending apa apaan aplikasi kaya begini,stres,OVO,2026-05-09 21:11:02,98,16
beki promonbukan nya tambah murah malah tambah mahal semua ngotak fikit gojek kecewa,sedih,Gojek,2026-03-22 17:49:25,84,13
"aplikasi repot , beda Ama yg orange dpt barang cepat , belum lagi kalau data belanja di topped yg lalu sering hilang dari story",stres,Tokopedia,2026-03-18 21:05:07,127,24
Bagusin dong tiktok nya jangan di blokir lagi,stres,TikTok,2022-08-28 16:59:50,45,8
"sistemnya amburadul, barang datang tidak sesuai dengan estimasi yang ada di aplikasi. tutup aja dah ni app",marah,Tokopedia,2026-04-09 13:50:13,106,17
"apk cacat, tiap kali aku keluar akun mau masuk lagi ke akun yang sama malah gak bisa, punya masalah apa ini developer padahal akunnya cuma di hpku gila ya yang bikin sistem login",stres,Tokopedia,2025-12-29 20:46:29,178,33
aplikasi ovo makin kesini makin membosan kan login aja susah alesannya tidak ada koneksi padahal data ada wifi ada sangat ribet,stres,OVO,2026-02-14 19:49:16,127,21
kecewa dana instan saya tidak bisa minjam gagal terus.padahal byar tepat waktu trus,sedih,DANA,2026-05-26 19:28:02,83,13
"aplikasi engga guna , tiba tiba engga bisa masuk padahal ada saldonya , tolong jelasin ke npa engga bisa masuk ,",stres,OVO,2026-04-30 18:51:36,112,21
kecewa saya pake dana. saya salah transfer ke rekening dana yang tidak aktif saja dipersulit. login oleh pemilik akun dana yang tidak aktif juga ga bisa. payah,marah,DANA,2026-05-22 15:42:30,159,27
bgus brang oke,netral,Shopee,2026-05-17 13:42:39,14,3
"paket belanja saya tidak dikirim oleh pihak toko, sudah satu bulan lebih tapi barang tidak di kirim, kecewa berat belanja di aplikasi ini",sedih,Tokopedia,2026-04-08 15:27:07,137,23
sekarang Shopee sangat buruk... banyak penjual nakal yang ngirim barang tidak sesuai dan jelek... untuk pengembalian juga sangat susah... udah 2 hari paket tidak diambil juga sama kurir,netral,Shopee,2026-05-22 21:57:48,185,28
"ini maksudnya gmna, mau tarik uang gak bisa, sudah isi data untuk upgrade ke premier tp tetep verifikasi gagal.",sedih,OVO,2026-01-19 06:26:03,111,19
dana cicil saya sekarang tidak tersedia di aplikasi padahal tidak ada tunggakan . sama sekali semuanya lunas . makanya saya bingung limit ada kok tapi tidak bisa di gunakan,stres,DANA,2026-05-23 08:30:15,172,29
"Sebelum diperbarui aplikasi shopee lancar, tidak ada masalah, ketika diperbarui ke versi saat ini aplikasi shopee jadi banyak masalah, gambar produk tidak tampil, sering sekali halaman blank putih, tiba tiba keluar otomatis, saat cek keranjang tiba tiba keluar sendiri, padahal daftar produk dikeranjang cuma 17 produk saja, mau lihat paket yang dalam perjalanan juga tidak bisa, cuma tampil halaman putih tidak ada gambar apapun. buka pusat bantuan tidak ada solusinya.",netral,Shopee,2026-05-27 14:39:43,470,70
seruuu sekali belanja di aplikasi ini barang barang yang saya trima setelah belanja di sin tidak pernah mengecewakan sama sekali,marah,Tokopedia,2026-02-28 12:24:35,128,20
driver ramai di area Mall tetapi pas pesan malah Jauh dapat driver ??? sistem nya gimana ini semenjak ada hemat malah dapat yang driver jauh2 sekali pesan reguler biasa driver tambah jauh sistem aneh unistal aja,netral,Gojek,2026-05-03 09:38:32,211,36
"Sekarang ampun dah pengiriman sampe dulunya cuma maksimal 2 hari saat mulai Checkout, tapi sekarang hampir di hari ke-2 baru diambil kurir buat masuk ke gudang. Belum lagi apk open sendiri tiba-tiba tanpa izin.",stres,Shopee,2026-05-16 18:19:55,210,34
tida bisa cekot lagi,stres,Shopee,2026-05-23 08:58:00,20,4
bos kenapa saya selalu gagal login. alasannya jaringan. padahal jaringan tidak ada kendala. sudah ada 30 kali bolak balik uninstal dan install ulang.. mohon bantuan bos,sedih,DANA,2026-05-28 08:01:18,168,26
beli paket data status udah berhasil saldo udah ngurangin tapi paket data gk masuk2 saran jangan mau transaksi apapun di apk gembel ini,senang,OVO,2026-01-13 23:53:00,135,23
update nge bug gbisa dibuka di HP poco.. aplikasi berhenti terus,stres,DANA,2026-05-29 14:48:56,64,11
eh gimana aplikasi ini sudah out dan ikuti semua syaratnya masih aja masuk seolah aplikasi ini penuh ambisi maksa ya sama konsumen sudah lakukan syaratnya selesai tuh ya keluar tutup akun ko masih aja masuk malah tambah bikin kesal,marah,OVO,2026-05-04 13:15:48,231,39
bagus banget pengirimannya cepat juga,senang,Shopee,2026-05-28 15:48:21,37,5
"saya transfer antar bank di notif ovo gagal atau coba lagi tapi saldo ke potong ,dan dana tidak terkirim di rekening saya sudah kirim email tapih bolm ada respon",sedih,OVO,2026-02-24 13:40:20,161,29
agak lemot sih,stres,Gojek,2026-05-15 12:04:45,14,3
"aplikasi tololl, gede bngt potongan 2ribu setiap ada dana masuk ke ovo",marah,OVO,2026-04-23 22:51:43,70,12
"kesel banget padahal pin scurity dy ketik bener tetep aja dibilang salah,sampe percobaan ketiga malah disuruh nunggu sejam baru bisa bukaa,sangat memperlambat transaksi,hm🙏🏻",marah,OVO,2026-03-01 22:35:52,173,23
"apaan di potong 1k, ribet bgt gelo",stres,OVO,2026-05-24 19:17:06,34,7
"kebiasaan buruk selalu lama mencari driver padhal sedang buru"" L banget pokoknya",netral,Gojek,2026-04-28 08:20:19,80,12
"GAK AMANAH BANGET. BELI TOKEN LISTRIK UDAH 5JAM STTSNYA MASIH PROSES TERUS. UDAH SPAM EMAIL JUGA SAMA AJA. SALDO UDAH KEPOTONG. TOLONGLAH KERJASAMANYA, ORANG JUGA BUTUH!!!!!",netral,OVO,2026-04-19 17:07:56,173,26
"kalo mau download apk ini harus mikir 2 kali, saya ga pernah langganan sama apk apapun tapi uang saya kesedot berkali kali",sedih,OVO,2026-02-01 19:57:14,122,22
Mending elu tutup saja toped !!! gaguna lagi belanja sama marketplace elu!!! Customer dirugikan dengan biaya aplikasi padahal kesalahan ada di pihak seller yg tidak mengirimkan barang dan tidak merespon chat !!! tapi malah biaya dibebankan ke customer!!! pakai otak dikit lah kalo mau cari untung dengan cara licik !!!,marah,Tokopedia,2026-01-07 13:50:02,318,50
"sangat buruk.. 4thn lalu ingin memblokir akun lama saja tidak tertangani, saya fikir sekarang playanan membaik dan ternyata dg masalah saya yg sama tetap jga tidak teratasi, prsyatan suda lengkap menunggu 3hari paling lambat dan sampai seminggu lebih tidak ada info lebih lanjut, Payahhh....",marah,OVO,2026-03-24 00:43:11,291,44
jujur sedih sih padahal aku rajin co tapi tiba tiba abis co sampo pake plus eh plus aku di nonaktifkan 😭,sedih,Tokopedia,2026-02-05 21:50:52,104,21
"Bagai mana saya bisa kasih bintang full download beribu"" kali pun susah padhl wifi penuh aplikasi banyak yang saya buang demi mendownload tiktok tapi masih tetap gak bisa gimna sih ..aplikasi sngt mengesal kn",sedih,TikTok,2023-08-04 19:47:16,208,34
tidak puas,senang,Shopee,2026-05-27 02:49:01,10,2
update terus...jadi berat..susah d buka. nunggu lama keburu bete...payah,marah,Tokopedia,2026-04-06 19:38:55,72,9
"lebih nyaman digopay sih,kurang wort it delay lah jaringan lah,mau beli paket data disini pun mahal kali gak kyak di gopay intinya masih kalah jauh sih Ama apk gopay menurut gua oke trims.",netral,OVO,2026-01-24 14:59:44,188,33
barang sesuai pesanan dan pengiriman cepat,netral,Shopee,2026-05-22 08:49:58,42,6
"driver go car minta tolong di benerin lagi,masa mesen gocar melebihi estimasi,saya sebagai costumer kecewa karena mama saya maraj marah kepada saya karna oknum gocar yang tidak becus,trmksh.",marah,Gojek,2026-05-05 19:26:36,190,28
Promonya Munafik pas mau checkout promonya tidak berlaku padahal bisa dipakai sama aku pengguna baru malah ga bisa dipake,netral,Tokopedia,2026-01-12 17:30:31,121,19
Sangat puas bisa hemat kuota,senang,TikTok,2022-02-28 14:57:06,28,5
mantap cepat lagi,senang,Tokopedia,2026-03-16 21:25:29,17,3
Aplikasinya keren banget,senang,TikTok,2023-02-07 05:34:11,24,3
Lemot banget 😭 pdhl internetnya lancar pas dipake di apk lain,stres,Shopee,2026-05-22 07:22:08,61,11
connect gopay ovo aja lelet bangett,stres,Tokopedia,2026-02-17 21:47:56,35,6
"Terlalu mahal dibanding app sebelah. Bisa sampe 10rb jika dibandingin yg sebelah. Driver banyak yg bikin emosi, sering cancel2 seenaknya pas jam rawan ataupun ketika hujan tanpa konfirmasi",marah,Gojek,2026-05-04 23:52:14,188,28
plikasi lemot pol,stres,Gojek,2026-05-29 10:47:00,17,3
iklannya tolol gw g mencet apa apa jualan yang iklas dong,marah,Shopee,2026-05-17 07:54:05,57,11
"pakai dana kirim uang ke e-wallet Shopee pay dana tidak masuk saldo terpotong, di riwayat pun tidak ada keterangan tgl 25 Mei saldo gagal atau berhasil, cuma saldo aja terpotong, pdhl duit cuma 22ribu tp ko bisa ga masuk di riwayat transaksi cuma saldo doang terpotong, dan saldo tidak masuk Shopee pay. kalo saldo nya udh ada lg saya ubah bintang nya klo gada perbaiki dlu lah sistem nya masa uang 22ribu doang bisa hilang apalagi jutaan.",senang,DANA,2026-05-25 07:03:39,439,77
gonjek mantap. semoga gacor,senang,Gojek,2026-03-23 00:45:50,27,4
"token habis, mau isi token tulisannya ISTIRAHAT, aplikasi yg sangat tidak friendly-able",netral,OVO,2026-03-11 23:32:54,87,12
oke Shopee,netral,Shopee,2026-05-23 20:01:26,10,2
mantap gacorrrr jangan memble,senang,Tokopedia,2026-01-07 20:00:59,29,4
"sangat mengecewakan. awalnya merasa senang memakai aplikasi gojek untuk order makanan. tapi hari ini saya dapat pengalaman tdk menyenangkan. saya mengorder makanan dan membayar dengan gopay, alan tetapi driver tdk mengantarkan pesanan makanan kepada sy, sedangakna driver sdh menyelesiakan pesanan. sangat buruk.. hati² bagi yg mengorder dgn pembayaran gopay. jgn smpai mengalami pengalman seperti sy",marah,Gojek,2026-05-20 15:03:11,400,55
sering ngelag.... lemot.. berhenti tiba2,stres,Tokopedia,2026-02-09 23:28:20,40,5
"halo grab sebenarnya aku gak mau ngasih rating bintang 1 tapi jujur melihat kamu memakai AI untuk kebutuhan aplikasi di banding ilustrator, membuat kamu kayak aplikasi murahan padahal kamu kan aplikasi yang udah mendunia banget, aku sebagai orang yang mendukung industri kreatif jujur kecewa dan sangat jijik melihat aplikasi yang sebesar Grab memilih memakai Ai, maaf ya grab kamu keliatan kayak gak modal dan menyepelekan industri kreatif, semoga ke depan nya di kurangi ya penggunaan Ai nya",sedih,Gojek,2026-04-07 15:01:21,493,77
sering banget nge lag,stres,Shopee,2026-05-25 19:48:13,21,4
oke bagus bngt,netral,DANA,2026-05-29 10:25:24,14,3
"ijin ya, hari ini bener2 kecewa banget, mau pergi pagian krn ada perlu yg urgent, pesen gojek dr 7.30 pesen gojek 3x di ambil tp tdk ada yang bergerak sama sekali ada 1 gojek malah muter arah dan makin jauh pdhal sy sdh chat brp x apakah mau di ambil atau tdk, sy cancel pun sy chat mrk dgn kata maaf, smp sy SC chat sy buat jaga2 takut di satronin dan di marah2 in driver sprt yg banyak terjadi. dan alhamdulilah 8.30 di ambil driver hijau lain dan mrk welcome. kl sprt ini apakah costumer salah.",marah,Gojek,2026-05-12 08:59:51,497,97
"aplikasi shopee tidak memuaskan,lemot sering erorr,tolong coba perbaharui,aplikasi ini bikin kesel",marah,Shopee,2026-05-22 22:14:31,98,11
Tokopedia mantap,senang,Tokopedia,2026-01-06 16:28:55,16,2
"ulasan ku yang dari tahun-tahun lalu bintang 5 sekarang jadi update turun ke bintang 3 , dari banyak nya pesanan ku selalu dapet driver baik, tetapi baru pertama kali minggu ini dapat driver kurang berkenan (tidak baik) , intimidasi customer dari awal di resto saja chat driver sudah beda sendiri, belum juga jalan ke titik pengantaran udah banyak pesan² tidak baik, tolong kalau ada orang depresi masalah pribadi jangan di bawa ke tempat kerja, profesional kode etik harusnya driver paham.",netral,Gojek,2026-05-25 01:13:39,490,80
"ketemu driver g jelas sini order udah bayar lunas kirim makanan g hati2 padahal cuma 1 kresek besar endingnya jatuh semua, kyk sampah tolong drivernya d training lg yg bener",marah,Gojek,2026-04-21 21:06:02,173,30
Tokopedia isi nya ternyata oknum penipuan scam link. JANGAN Download apa lagi percayakan pembelian online Tokopedia. DIJAMIN dATA PRIBADI Tersebar oleh penipuan scam.. komplotan ribuan karena keuntungan milyaran,sedih,Tokopedia,2026-02-21 00:54:51,211,28
terbaiklah,senang,OVO,2026-03-21 16:27:59,10,1
"sophee sekarang gak kaya dlu, dlu sllu puas belanja di sophee tpi sekarang menyebalkan,, kurirny suka batalin swndiri dg alasan pembeli gak mau menerima lah inilah itulah pdahal jelas"" sebelum paketnya sampai saya sdh konfirmasi dr hri""sebelumnya sma kurirnya bahkan sehari sebelum paketnya tiba udh saya bayar lbih dlu tapi tiba"" dibatalin gtu ajh dan diserahkan ke penjual,, parah",marah,Shopee,2026-05-17 06:41:07,382,59
"aplikassi sekarang banyak bug nya dan selalu keluar sendiri,susah dibuka bahkan sampe bikin hp ku restart sendiri,tolong di perbaiki,untuk isinya aplikasi bagus sih cuma setelah update ini malah parah",stres,TikTok,2025-06-05 11:25:53,200,29
sekarang log in pake WhatsApp malah ada verifikasi lagi di suruh masuk ke akun Gmail sedangkan akun Gmail nya udh di hapus gimna cara dapatin kode nya padahal akun saya udah ada limit spylater 30 JT eh sekarang malah ga bisa log in pake no WhatsApp,stres,Shopee,2026-05-21 23:51:57,248,46
"pengalaman saya terburuk ketika ingin makan tetapi sulit mendapatkan driver, lalu pihak ini menyampaikan menunggu dan berulang kali saya menyampaikan minta dibatalkan itu mengecewakan juga bukan secepatnya mengatasi masalah itu sangat mengecewakan tolong jangan memaksa customer menunggu dengan alasan apapun",marah,Gojek,2026-04-02 12:19:58,308,40
sengaja kasih bintang 5 biar di baca sama pihak apk nya... apk ini lelet kurang puas. tiap mau pesan gagal terus terjadi kesalahan.. terkadang juga kita gak pesan tiba tiba datang 😏😏😏,marah,Tokopedia,2026-02-17 06:28:39,183,32
ovo makin kesini makin hancur lebih baik bangkrut aja. masa mau ganti nomor hp lama KRNA hilang dan hangus ke nmr baru gak bsa gagal terus. sedangkan mau masuk KTP aja udah gak bsa. kalo memang GK server gak becus tutup aja. jgn bikin susuah driver grab KRNA sya driver grab mau narik ke ovo susah. KRNA nmr lama sya hangus dan hilang. kok gak becus amat ngurus server udaht lfn pusat bantuan malah solusinya bilang dicoba LG dicoba lgi taee lah,marah,OVO,2026-01-21 05:58:33,445,82
penjualnya ada juga yg tidak amanah kalo untuk shopi oke kalo untuk penjual saya masih ragu2,netral,Shopee,2026-05-17 14:11:20,92,16
"pengiriman barang sering stuck, memang sudah tidak niat jualan shopee anjeng, bosen gw nunggu barang sampe 10 hari tak sampai",stres,Shopee,2026-05-20 21:07:08,125,20
Saya benci karna tiktok saya suka ngebak,marah,TikTok,2023-08-04 14:10:56,40,7
kenapa diaplikasi dana saya tidak muncul dana cicil.kecewa dengan aplikasi nya,sedih,DANA,2026-05-17 19:19:17,78,11
"tolong lebih ketat mengawasi gambar produk dan barang yang dijual, apapun itu. permudah dan percepat proses retur. kalau vidio unboxing sudah ketahuan yang dipesan dan isi paket tidak sesuai dana bisa langsung balik setelah paket sudah ke expedisi. mohon perhatiannya, biar gak rugi bayar karyawan",sedih,Shopee,2026-05-17 09:44:07,297,45
"transfer sering gangguan, tolong segera di perbaiki sistemnya . setelah normal akan ku perbaiki review bintang nya",netral,OVO,2026-01-30 20:42:20,114,17
Shopee makin ribet,stres,Shopee,2026-05-16 20:03:43,18,3
selama ini pengiriman lancar. tetapi resseler deskripsi produk tdk sesuai dengan yg di kirim,netral,Shopee,2026-05-28 10:05:04,92,14
tambah lemot lelet berat sekali ini aplikasi . tolong perbiki,stres,TikTok,2026-05-29 10:09:26,61,10
aplikasi #Njin* Cuman bikin Kecewa aja.. di Email lama sx responnya..,sedih,OVO,2026-04-29 12:21:05,69,11
"Beli obat saja dipersulit, sudah konsultasi ke dokter tetapi gk bisa milih beli di toko yang mana. mengecewakan",marah,Tokopedia,2026-03-19 06:00:54,111,18
kartu saya platinum tapi sekarang Shopee food semuanya mahal. gak ada voucer lagi. biasanya potongan sampai 40℅ sekarang hanya 15℅ itupun juga harga makanan sudah pada naik. sangat2 mahal. sebagai contoh harga ketoprak 1 buah 15 rb sekarang saya beli 2 buah biasanya paling mahal 38 rb selarang bisa sampai 50 ribu. parah sih. bner2 parah.,stres,Shopee,2026-05-23 10:18:19,339,56
"aplikasi sanggat parah ,argo semakin ancur ( para drever hanya d siksa demi kepentingan aplikator ) tiapa ganti pemimpin aplikasi bukan tambah bener malah kacau",marah,Gojek,2026-04-16 12:26:34,160,25
"lama² ngeselin nih ye, iklan² dimana². gua bencet 'x' malah lari ke playstore, ke lu. aduhaiii 🙄",marah,Shopee,2026-05-27 18:17:28,96,17
"penemuan titik lokasi di aplikasi gojek tidak sesuai. alamat sudah benar, tapi titik lokasi di aplikasi tidak akurat, jadinya driver harus cari sendiri lokasinya. Lebih bagus grap alamat dan penemuan lokasi di aplikasi selalu alurat.",netral,Gojek,2026-03-24 13:56:08,233,35
kenapa d hp saya aplikasi dana gak bisa d download,sedih,DANA,2026-05-23 20:58:08,50,10
tolol banget. baru TF ke ewalet ovo pas masuk ovo langsung force close. dan langsung gabisa masuk aplikasi. tanggung jawab woy kocak banget ni aplikasi,marah,OVO,2026-05-17 06:30:35,151,25
alhamdulillah mantap tokopedia aku sudah lama instal cm baru2 ini iseng buka ternyata dpt diskon gede wow udah gitu diskon ga berebut langsung potongan sampe 60rb makasih ya berkah selalu🥰🥰,senang,Tokopedia,2026-01-29 09:24:22,189,30
Apk bgus sih tapi download nya lama bikin aku jadi sedikit marah 😁😏,marah,TikTok,2022-06-10 20:54:30,67,13
Pertahankan keamanannya sudah cukup Bagus dalam semua fitur,netral,DANA,2026-05-24 18:21:47,59,8
